N,time[ms]
10,0.00700
11,0.00500
12,0.00500
13,0.00600
14,0.00600
15,0.00700
16,0.00600
17,0.00800
18,0.00800
19,0.00700
20,0.00800
21,0.00800
22,0.01000
23,0.00900
24,0.01000
25,0.01100
26,0.01100
27,0.01200
28,0.01200
29,0.01200
30,0.01300
31,0.01200
32,0.01500
33,0.01400
34,0.01500
35,0.01400
36,0.01500
37,0.01600
38,0.01700
39,0.01700
40,0.01800
41,0.01700
42,0.01800
43,0.01900
44,0.01900
45,0.02000
46,0.02100
47,0.02100
48,0.02200
49,0.02200
50,0.02100
51,0.02200
52,0.02300
53,0.02400
54,0.02400
55,0.02500
56,0.02500
57,0.02700
58,0.02600
59,0.02700
60,0.02700
61,0.02700
62,0.02900
63,0.02800
64,0.02900
65,0.03000
66,0.03100
67,0.03100
68,0.03100
69,0.03200
70,0.03400
71,0.03400
72,0.03300
73,0.03300
74,0.03400
75,0.03500
76,0.03500
77,0.03500
78,0.03500
79,0.03500
80,0.03700
81,0.03800
82,0.03800
83,0.03900
84,0.04000
85,0.04000
86,0.04100
87,0.04300
88,0.04300
89,0.04300
90,0.04300
91,0.04400
92,0.04400
93,0.04300
94,0.04500
95,0.04500
96,0.04500
97,0.04700
98,0.04700
99,0.04700
100,0.04900
101,0.04800
102,0.04900
103,0.05000
104,0.04900
105,0.05200
106,0.05100
107,0.05300
108,0.05200
109,0.05300
110,0.05400
111,0.05300
112,0.05400
113,0.05500
114,0.05600
115,0.05600
116,0.05600
117,0.05800
118,0.05700
119,0.06000
120,0.06000
121,0.06100
122,0.06100
123,0.06000
124,0.06100
125,0.06100
126,0.06100
127,0.06300
128,0.06300
129,0.05900
130,0.04500
131,0.04600
132,0.04700
133,0.04700
134,0.04600
135,0.04800
136,0.04700
137,0.04700
138,0.04800
139,0.04700
140,0.05100
141,0.04900
142,0.04900
143,0.05200
144,0.05000
145,0.05100
146,0.05900
147,0.04800
148,0.04900
149,0.04900
150,0.05000
151,0.04900
152,0.05100
153,0.05200
154,0.05100
155,0.05100
156,0.05300
157,0.05200
158,0.05400
159,0.05200
160,0.05300
161,0.05400
162,0.05500
163,0.05400
164,0.05500
165,0.05600
166,0.05600
167,0.05700
168,0.05800
169,0.05700
170,0.05800
171,0.05700
172,0.06500
173,0.06000
174,0.06000
175,0.05900
176,0.06000
177,0.06000
178,0.06200
179,0.06100
180,0.06200
181,0.06200
182,0.06100
183,0.06200
184,0.06400
185,0.06300
186,0.06200
187,0.07100
188,0.07300
189,0.07300
190,0.07300
191,0.06600
192,0.06600
193,0.07600
194,0.06800
195,0.06500
196,0.06800
197,0.06900
198,0.06900
199,0.07000
200,0.07000
201,0.07000
202,0.07000
203,0.07100
204,0.07100
205,0.07100
206,0.07000
207,0.07400
208,0.07100
209,0.07400
210,0.07200
211,0.07400
212,0.07400
213,0.07600
214,0.07600
215,0.07600
216,0.07500
217,0.07500
218,0.09400
219,0.08000
220,0.07800
221,0.08000
222,0.07800
223,0.07800
224,0.08000
225,0.07900
226,0.08000
227,0.08100
228,0.08200
229,0.08200
230,0.08300
231,0.08200
232,0.08300
233,0.08400
234,0.08500
235,0.08300
236,0.08400
237,0.08500
238,0.08600
239,0.08500
240,0.08600
241,0.08600
242,0.08700
243,0.08700
244,0.12800
245,0.08800
246,0.08800
247,0.08800
248,0.08900
249,0.09000
250,0.09100
251,0.09100
252,0.09000
253,0.09200
254,0.09000
255,0.09200
256,0.09200
257,0.09100
258,0.09200
259,0.09400
260,0.09400
261,0.09500
262,0.09500
263,0.09400
264,0.09600
265,0.09600
266,0.09700
267,0.09700
268,0.09700
269,0.09700
270,0.10800
271,0.09800
272,0.09700
273,0.10100
274,0.10000
275,0.10000
276,0.10200
277,0.10200
278,0.10800
279,0.10200
280,0.10200
281,0.10200
282,0.10200
283,0.10500
284,0.10300
285,0.10500
286,0.10600
287,0.10600
288,0.10600
289,0.10600
290,0.10700
291,0.10900
292,0.10700
293,0.10600
294,0.10900
295,0.10900
296,0.10800
297,0.10700
298,0.10900
299,0.11000
300,0.10800
