N,time[ms]
10,0.01500
11,0.01100
12,0.01100
13,0.01400
14,0.01500
15,0.01500
16,0.01900
17,0.02200
18,0.02300
19,0.02200
20,0.02600
21,0.02700
22,0.03000
23,0.03500
24,0.03100
25,0.03500
26,0.04200
27,0.03600
28,0.03800
29,0.04100
30,0.04300
31,0.04300
32,0.04900
33,0.05200
34,0.04900
35,0.05400
36,0.06000
37,0.06400
38,0.05800
39,0.05800
40,0.06300
41,0.06900
42,0.07500
43,0.06600
44,0.07400
45,0.07500
46,0.07600
47,0.07200
48,0.07600
49,0.07500
50,0.08300
51,0.08900
52,0.08700
53,0.09100
54,0.09500
55,0.09400
56,0.09600
57,0.09400
58,0.10400
59,0.10000
60,0.10000
61,0.10700
62,0.10500
63,0.11300
64,0.13400
65,0.12200
66,0.13200
67,0.13600
68,0.11800
69,0.12700
70,0.13700
71,0.13700
72,0.13100
73,0.15900
74,0.11700
75,0.10900
76,0.11700
77,0.11800
78,0.11800
79,0.12300
80,0.11200
81,0.12500
82,0.13300
83,0.13300
84,0.14200
85,0.13000
86,0.13100
87,0.13300
88,0.12200
89,0.11700
90,0.12000
91,0.12100
92,0.12300
93,0.13000
94,0.13000
95,0.14000
96,0.13500
97,0.12900
98,0.13600
99,0.13900
100,0.14200
101,0.13700
102,0.15000
103,0.13900
104,0.14500
105,0.14800
106,0.16100
107,0.15000
108,0.15400
109,0.15100
110,0.17300
111,0.15100
112,0.15100
113,0.15700
114,0.16500
115,0.16000
116,0.16500
117,0.16400
118,0.16700
119,0.18300
120,0.18600
121,0.16800
122,0.18500
123,0.17400
124,0.17800
125,0.20300
126,0.19600
127,0.18200
128,0.19500
129,0.19300
130,0.19100
131,0.18900
132,0.19300
133,0.20500
134,0.21900
135,0.21000
136,0.21900
137,0.22400
138,0.22900
139,0.20400
140,0.22600
141,0.20400
142,0.23200
143,0.24000
144,0.21500
145,0.24100
146,0.23200
147,0.23800
148,0.22400
149,0.22100
150,0.25400
151,0.24800
152,0.23100
153,0.27300
154,0.25400
155,0.25200
156,0.26400
157,0.23700
158,0.23700
159,0.28000
160,0.26600
161,0.26700
162,0.28600
163,0.26600
164,0.31500
165,0.28000
166,0.25400
167,0.28600
168,0.27800
169,0.28600
170,0.29100
171,0.26200
172,0.28800
173,0.29300
174,0.28800
175,0.27600
176,0.30000
177,0.30900
178,0.30700
179,0.30800
180,0.30500
181,0.30100
182,0.31300
183,0.27900
184,0.32000
185,0.30500
186,0.31900
187,0.31500
188,0.31400
189,0.33300
190,0.32400
191,0.32500
192,0.33400
193,0.33900
194,0.34700
195,0.35100
196,0.33900
197,0.36900
198,0.34700
199,0.39200
200,0.34700
201,0.35000
202,0.35300
203,0.35100
204,0.37100
205,0.39900
206,0.37300
207,0.36200
208,0.37800
209,0.35900
210,0.38800
211,0.35900
212,0.36300
213,0.39600
214,0.38200
215,0.39100
216,0.38300
217,0.37900
218,0.37200
219,0.38800
220,0.39300
221,0.38700
222,0.40200
223,0.39100
224,0.41500
225,0.40800
226,0.41800
227,0.41000
228,0.40700
229,0.44300
230,0.40600
231,0.40800
232,0.40700
233,0.40700
234,0.41400
235,0.44000
236,0.42400
237,0.41400
238,0.46800
239,0.41900
240,0.41700
241,0.43000
242,0.43800
243,0.46700
244,0.42900
245,0.44000
246,0.42000
247,0.43800
248,0.47600
249,0.44200
250,0.44400
251,0.49700
252,0.47300
253,0.48200
254,0.50600
255,0.46800
256,0.49700
257,0.47200
258,0.48100
259,0.46900
260,0.45700
261,0.53200
262,0.50300
263,0.49300
264,0.48100
265,0.53400
266,0.55100
267,0.51300
268,0.52900
269,0.50300
270,0.48700
271,0.54900
272,0.57500
273,0.50600
274,0.53800
275,0.54100
276,0.56200
277,0.57200
278,0.49000
279,0.50100
280,0.54200
281,0.50400
282,0.50900
283,0.53000
284,0.56600
285,0.56400
286,0.57300
287,0.52700
288,0.52200
289,0.58000
290,0.58000
291,0.58300
292,0.52200
293,0.52300
294,0.59100
295,0.63100
296,0.63900
297,0.55700
298,0.59000
299,0.58900
300,0.60500
301,0.55600
302,0.55500
303,0.56700
304,0.62400
305,0.61500
306,0.56300
307,0.55600
308,0.63300
309,0.61600
310,0.63500
311,0.63200
312,0.63800
313,0.63700
314,0.57600
315,0.63000
316,0.64100
317,0.64700
318,0.64600
319,0.65600
320,0.58400
321,0.62000
322,0.61300
323,0.66100
324,0.61800
325,0.69400
326,0.62800
327,0.67100
328,0.69400
329,0.67400
330,0.66200
331,0.67600
332,0.62800
333,0.69000
334,0.67900
335,0.61900
336,0.66500
337,0.67000
338,0.64900
339,0.63900
340,0.62600
341,0.71400
342,0.69600
343,0.69100
344,0.64900
345,0.70900
346,0.71600
347,0.71900
348,0.72300
349,0.70800
350,0.73700
351,0.72400
352,0.73100
353,0.76300
354,0.75900
355,0.65000
356,0.68200
357,0.76500
358,0.73400
359,0.75000
360,0.73600
361,0.76300
362,0.75200
363,0.76200
364,0.65600
365,0.75500
366,0.75800
367,0.76300
368,0.74300
369,0.80700
370,0.78800
371,0.77400
372,0.77000
373,0.80900
374,0.73000
375,0.80000
376,0.77300
377,0.80100
378,0.83000
379,0.80500
380,0.81600
381,0.79200
382,0.80700
383,0.77800
384,0.78100
385,0.80600
386,0.80100
387,0.82700
388,0.83000
389,0.85100
390,0.84500
391,0.86700
392,0.86100
393,0.87500
394,0.83500
395,0.84800
396,0.89600
397,0.86100
398,0.83100
399,0.87800
400,0.84800
401,0.83400
402,0.86100
403,0.88500
404,0.87300
405,0.86800
406,0.87100
407,0.85800
408,0.85400
409,0.94000
410,0.85000
411,0.88400
412,0.90200
413,0.91000
414,0.85500
415,0.87900
416,0.86700
417,0.85200
418,0.85400
419,0.88200
420,0.88300
421,0.89000
422,0.89600
423,0.89400
424,0.89500
425,0.91000
426,0.89700
427,0.87600
428,0.93200
429,0.91100
430,0.91100
431,1.00900
432,0.94600
433,0.99400
434,0.93500
435,0.91000
436,0.91500
437,0.91400
438,0.92000
439,0.95200
440,0.92300
441,0.94600
442,0.91400
443,0.92200
444,1.00400
445,0.94000
446,0.92800
447,1.02800
448,0.94200
449,0.97300
450,0.96800
451,0.95700
452,0.96000
453,0.95800
454,1.02400
455,0.99800
456,0.98500
457,0.98700
458,1.07400
459,0.96400
460,0.98600
461,0.97000
462,0.97900
463,1.00700
464,1.14400
465,0.99000
466,1.00000
467,0.99200
468,0.97800
469,1.02900
470,1.00200
471,1.00900
472,1.13200
473,1.02100
474,1.07800
475,1.03000
476,1.12600
477,1.04500
478,1.00600
479,1.05700
480,1.15300
481,1.11200
482,1.11800
483,1.09600
484,1.06700
485,1.04200
486,1.14100
487,1.03100
488,1.11600
489,1.05400
490,1.11900
491,1.13900
492,1.13900
493,1.08200
