N,time[ms]
100,0.04200
101,0.04200
102,0.04200
103,0.04300
104,0.04400
105,0.04500
106,0.04600
107,0.04700
108,0.04800
109,0.04800
110,0.04900
111,0.05000
112,0.05100
113,0.05100
114,0.05200
115,0.05300
116,0.05400
117,0.05500
118,0.06300
119,0.04600
120,0.04600
121,0.04700
122,0.04700
123,0.04800
124,0.04900
125,0.05800
126,0.03900
127,0.04000
128,0.04100
129,0.04100
130,0.04100
131,0.04200
132,0.04300
133,0.04400
134,0.04400
135,0.04400
136,0.04500
137,0.04600
138,0.04600
139,0.04700
140,0.04800
141,0.04800
142,0.04900
143,0.04900
144,0.05000
145,0.05100
146,0.05200
147,0.05800
148,0.05300
149,0.05400
150,0.05500
151,0.05500
152,0.05700
153,0.05700
154,0.05800
155,0.05900
156,0.05900
157,0.06000
158,0.06100
159,0.06200
160,0.06200
161,0.06300
162,0.06500
163,0.06500
164,0.06500
165,0.06600
166,0.06600
167,0.06700
168,0.06800
169,0.06900
170,0.07000
171,0.07100
172,0.07100
173,0.07200
174,0.07400
175,0.07500
176,0.07400
177,0.07500
178,0.07600
179,0.07700
180,0.07800
181,0.11100
182,0.06200
183,0.06300
184,0.06400
185,0.06400
186,0.06500
187,0.06600
188,0.06700
189,0.06700
190,0.06800
191,0.06800
192,0.07500
193,0.06700
194,0.06700
195,0.06700
196,0.06800
197,0.06900
198,0.06900
199,0.07100
200,0.07200
201,0.07200
202,0.07300
203,0.07400
204,0.07300
205,0.07400
206,0.07600
207,0.07600
208,0.07700
209,0.07800
210,0.07800
211,0.07900
212,0.07900
213,0.08000
214,0.08100
215,0.09300
216,0.08800
217,0.08900
218,0.08900
219,0.09100
220,0.09100
221,0.09200
222,0.09300
223,0.09400
224,0.09500
225,0.10800
226,0.09100
227,0.09100
228,0.09100
229,0.09300
230,0.09300
231,0.09400
232,0.09500
233,0.09600
234,0.09700
235,0.10400
236,0.09900
237,0.09900
238,0.10000
239,0.10100
240,0.10200
241,0.10800
242,0.10400
243,0.10400
244,0.10600
245,0.10600
246,0.11400
247,0.10900
248,0.10900
249,0.11000
250,0.11000
251,0.11100
252,0.11200
253,0.11300
254,0.11400
255,0.11500
256,0.11700
257,0.11700
258,0.11800
259,0.11900
260,0.12000
261,0.12000
262,0.12200
263,0.12200
264,0.12300
265,0.12500
266,0.12800
267,0.12600
268,0.12700
269,0.12800
270,0.12900
271,0.13000
272,0.13200
273,0.13300
274,0.13500
275,0.13500
276,0.13600
277,0.13500
278,0.19500
279,0.13700
280,0.14900
281,0.15300
282,0.14000
283,0.14100
284,0.14200
285,0.14300
286,0.14400
287,0.15100
288,0.14600
289,0.17900
290,0.14800
291,0.19800
292,0.16200
293,0.15100
294,0.15300
295,0.16500
296,0.15400
297,0.15500
298,0.15600
299,0.15700
300,0.15800
301,0.18200
302,0.16000
