N,time[ms]
10,0.00300
11,0.00200
12,0.00200
13,0.00200
14,0.00300
15,0.00200
16,0.00200
17,0.00300
18,0.00300
19,0.00400
20,0.01100
21,0.00400
22,0.00400
23,0.00400
24,0.00500
25,0.00400
26,0.00500
27,0.00400
28,0.00500
29,0.00600
30,0.00500
31,0.00500
32,0.00600
33,0.01400
34,0.00500
35,0.00500
36,0.00700
37,0.00700
38,0.00700
39,0.00600
40,0.00600
41,0.00700
42,0.00700
43,0.00700
44,0.00800
45,0.00700
46,0.00700
47,0.00800
48,0.00800
49,0.00800
50,0.00800
51,0.00800
52,0.00800
53,0.00900
54,0.00900
55,0.00900
56,0.00900
57,0.00800
58,0.00900
59,0.01000
60,0.01900
61,0.00900
62,0.02000
63,0.02000
64,0.01000
65,0.01000
66,0.01100
67,0.01100
68,0.01200
69,0.01100
70,0.01100
71,0.01200
72,0.01200
73,0.01200
74,0.01300
75,0.01300
76,0.01200
77,0.01300
78,0.01200
79,0.01300
80,0.01300
81,0.01400
82,0.01400
83,0.01400
84,0.01400
85,0.01400
86,0.01400
87,0.01500
88,0.01500
89,0.01500
90,0.01500
91,0.01500
92,0.01600
93,0.01600
94,0.01600
95,0.01600
96,0.01500
97,0.01700
98,0.01600
99,0.01700
100,0.01700
101,0.01800
102,0.02600
103,0.02600
104,0.01700
105,0.01700
106,0.01800
107,0.01800
108,0.01800
109,0.01800
110,0.01900
111,0.01900
112,0.01900
113,0.02000
114,0.02100
115,0.01900
116,0.02900
117,0.02900
118,0.02000
119,0.02200
120,0.01900
121,0.02100
122,0.02100
123,0.02100
124,0.02200
125,0.02100
126,0.02200
127,0.02100
128,0.02300
129,0.02300
130,0.03400
131,0.02200
132,0.02100
133,0.02300
134,0.02700
135,0.02300
136,0.02400
137,0.02300
138,0.02200
139,0.02300
140,0.02300
141,0.02400
142,0.02500
143,0.02400
144,0.02500
145,0.02400
146,0.02500
147,0.02600
148,0.02600
149,0.02600
150,0.02600
151,0.02600
152,0.02600
153,0.02700
154,0.02500
155,0.02600
156,0.02700
157,0.02900
158,0.02700
159,0.02700
160,0.02800
161,0.02800
162,0.02900
163,0.02900
164,0.02900
165,0.02900
166,0.02900
167,0.03000
168,0.03000
169,0.02900
170,0.02900
171,0.03000
172,0.03000
173,0.03000
174,0.03000
175,0.02900
176,0.03100
177,0.03100
178,0.03100
179,0.03200
180,0.03200
181,0.03200
182,0.03200
183,0.03200
184,0.03200
185,0.03200
186,0.03300
187,0.03300
188,0.03300
189,0.03200
190,0.03400
191,0.03400
192,0.03400
193,0.03300
194,0.03400
195,0.03400
196,0.03500
197,0.03400
198,0.03600
199,0.03500
200,0.03500
201,0.03500
202,0.03400
203,0.03600
204,0.03600
205,0.03700
206,0.03700
207,0.03700
208,0.03700
209,0.03600
210,0.03800
211,0.03800
212,0.03800
213,0.03700
214,0.04000
215,0.03800
216,0.03900
217,0.03900
218,0.03800
219,0.03900
220,0.04000
221,0.04000
222,0.03800
223,0.04000
224,0.04000
225,0.03900
226,0.04100
227,0.04100
228,0.03900
229,0.04200
230,0.04000
231,0.04200
232,0.04200
233,0.04200
234,0.04200
235,0.04300
236,0.04200
237,0.04200
238,0.04200
239,0.04300
240,0.04300
241,0.04200
242,0.04300
243,0.04300
244,0.04400
245,0.04500
246,0.04400
247,0.04400
248,0.04500
249,0.04600
250,0.04700
251,0.04600
252,0.04600
253,0.04600
254,0.04700
255,0.04700
256,0.04600
257,0.04600
258,0.04700
259,0.04600
260,0.04700
261,0.04700
262,0.04700
