N,time[ms]
10,0.00400
11,0.00300
12,0.00400
13,0.00400
14,0.00400
15,0.00400
16,0.00500
17,0.00500
18,0.00600
19,0.00600
20,0.00600
21,0.00700
22,0.00700
23,0.00800
24,0.00800
25,0.00900
26,0.00900
27,0.01700
28,0.01100
29,0.01100
30,0.01200
31,0.01300
32,0.01300
33,0.01500
34,0.01500
35,0.01700
36,0.01700
37,0.01800
38,0.01900
39,0.02000
40,0.02000
41,0.02100
42,0.02200
43,0.02400
44,0.02400
45,0.02500
46,0.02700
47,0.02800
48,0.02800
49,0.02200
50,0.02300
51,0.02300
52,0.02400
53,0.02500
54,0.02600
55,0.02700
56,0.02700
57,0.02900
58,0.03700
59,0.02600
60,0.02300
61,0.02300
62,0.02400
63,0.02400
64,0.02500
65,0.02600
66,0.02700
67,0.02500
68,0.02600
69,0.02700
70,0.02800
71,0.02800
72,0.02900
73,0.03000
74,0.03100
75,0.03200
76,0.03200
77,0.03300
78,0.03400
79,0.03400
80,0.03600
81,0.03700
82,0.03900
83,0.03800
84,0.04000
85,0.04100
86,0.04200
87,0.04200
88,0.04300
89,0.04400
90,0.04500
91,0.04600
92,0.04700
93,0.04800
94,0.04800
95,0.05000
96,0.05100
97,0.05100
98,0.06200
99,0.06300
100,0.05500
101,0.07100
102,0.06000
103,0.06200
104,0.06300
105,0.06400
106,0.07300
107,0.06200
108,0.06400
109,0.06500
110,0.06500
111,0.06800
112,0.06800
113,0.06900
114,0.06700
115,0.07000
116,0.07300
117,0.08300
118,0.07500
119,0.07400
120,0.08600
121,0.09600
122,0.08100
123,0.08000
124,0.08300
125,0.08500
126,0.09400
127,0.08700
128,0.09700
129,0.08700
130,0.10000
131,0.09200
132,0.09400
133,0.09700
134,0.09700
135,0.09800
136,0.10100
137,0.09900
138,0.11400
139,0.10500
140,0.10600
141,0.13000
142,0.10900
143,0.11900
144,0.13500
145,0.11300
146,0.11400
147,0.11600
148,0.11700
149,0.11900
150,0.12100
151,0.12200
152,0.13500
153,0.12500
154,0.15300
155,0.13700
156,0.14300
157,0.13200
158,0.13500
159,0.13500
160,0.13300
161,0.15600
162,0.16000
163,0.14100
164,0.14300
165,0.16400
166,0.14700
167,0.14800
168,0.15000
169,0.19200
170,0.15300
171,0.15600
172,0.16300
173,0.15900
174,0.15700
175,0.16300
176,0.16000
177,0.21300
178,0.16900
179,0.16900
180,0.17200
181,0.17400
182,0.17500
183,0.17700
184,0.17900
185,0.18300
186,0.18300
187,0.19300
188,0.18700
189,0.20100
190,0.21300
191,0.19300
192,0.19500
193,0.21100
194,0.19900
195,0.20200
196,0.20300
197,0.20600
198,0.20800
199,0.20900
200,0.23800
201,0.21300
202,0.21600
203,0.22100
204,0.22500
205,0.22600
206,0.22300
207,0.22500
208,0.22800
209,0.22400
210,0.23400
211,0.23500
212,0.23600
213,0.25200
214,0.26100
215,0.25900
216,0.25300
217,0.25000
218,0.27000
219,0.27200
220,0.28300
221,0.25700
222,0.26700
223,0.25400
224,0.26300
225,0.26700
226,0.26900
227,0.27100
228,0.27500
229,0.28500
230,0.27800
231,0.27300
232,0.28300
233,0.28600
234,0.28800
235,0.29000
236,0.29300
237,0.31400
238,0.30000
239,0.30000
240,0.30200
241,0.29500
242,0.30800
243,0.31000
244,0.34100
245,0.30700
246,0.31800
247,0.31000
248,0.31400
249,0.31600
250,0.33900
251,0.33100
252,0.33300
253,0.33700
254,0.34500
255,0.34300
256,0.34300
257,0.35000
258,0.34900
259,0.37200
260,0.35800
261,0.39400
262,0.36400
263,0.37300
264,0.37800
265,0.35700
266,0.38200
267,0.37400
268,0.37500
269,0.40600
270,0.40100
271,0.38100
272,0.38500
273,0.36900
274,0.46800
275,0.41400
276,0.41600
277,0.40900
278,0.41400
279,0.39700
280,0.41700
281,0.41300
282,0.41600
283,0.42300
284,0.42200
285,0.41200
286,0.42600
287,0.45900
288,0.47500
289,0.43100
290,0.44000
291,0.43000
292,0.43200
293,0.47700
294,0.43800
295,0.44400
296,0.45700
297,0.46400
298,0.45100
299,0.48300
300,0.44300
301,0.46800
302,0.46000
303,0.45400
304,0.49900
305,0.51500
306,0.49600
307,0.59000
308,0.49700
309,0.50100
310,0.50000
311,0.52800
312,0.54500
313,0.64300
314,0.55900
315,0.55300
316,0.52900
317,0.53700
318,0.55800
319,0.53000
320,0.54100
321,0.53700
322,0.57000
323,0.53400
324,0.59700
325,0.57600
326,0.56300
327,0.52700
328,0.59600
329,0.56800
330,0.56700
331,0.57200
332,0.55700
333,0.57700
334,0.57400
335,0.58300
336,0.55600
337,0.60900
338,0.56200
339,0.64100
340,0.58500
341,0.59900
342,0.62800
343,0.62000
344,0.59700
345,0.60100
346,0.64600
347,0.59300
348,0.69400
349,0.63000
350,0.61800
351,0.63400
352,0.63100
353,0.66400
354,0.65500
355,0.63600
356,0.71000
357,0.66200
358,0.67000
359,0.65900
360,0.67400
361,0.65500
362,0.66100
363,0.66500
364,0.71800
365,0.70000
366,0.71700
367,0.71500
368,0.69300
369,0.71400
370,0.73300
371,0.70700
372,0.75400
373,0.73600
374,0.72500
375,0.83700
376,0.74200
377,0.71600
378,0.70100
379,0.74500
380,0.75000
381,0.84000
382,0.73800
383,0.80600
384,0.74400
385,0.74600
386,0.75000
387,0.76300
388,0.73900
389,0.78200
390,0.77900
391,0.82500
392,0.77900
393,0.75700
394,0.79600
395,0.80700
396,0.79400
397,0.82800
398,0.88400
399,0.78000
400,0.82900
401,0.86400
402,0.88300
403,0.84900
404,0.82200
405,0.82500
406,0.88700
407,0.88700
408,0.83800
409,0.91900
410,0.87200
411,0.89600
412,0.85600
413,0.90500
414,0.84000
415,0.97300
416,0.87500
417,0.92500
418,0.87500
419,0.89700
420,0.99100
421,0.96100
422,0.89600
423,0.90000
424,0.98600
425,0.91000
426,0.92300
427,0.94900
428,0.91900
429,0.93200
430,0.92900
431,0.93400
432,0.96800
433,0.95800
434,0.93200
435,1.02700
436,0.97400
437,1.00400
438,0.99600
439,0.99900
440,1.05500
441,1.02900
442,1.08900
443,0.98600
444,1.01800
445,0.97200
446,1.14500
447,1.07600
448,1.03000
449,1.01700
450,1.04000
451,1.05600
452,1.12300
453,1.02400
454,1.03500
455,1.00900
456,1.15100
457,1.03400
458,1.11400
459,1.12300
460,1.04600
461,1.17600
462,1.08600
463,1.12900
464,1.07600
465,1.08300
466,1.15400
467,1.21300
468,1.24500
469,1.11800
470,1.24000
471,1.18900
472,1.14800
473,1.15300
474,1.29300
475,1.24900
476,1.14200
477,1.27700
478,1.26900
479,1.28400
480,1.18600
481,1.20500
482,1.32500
483,1.30100
484,1.31400
485,1.18400
486,1.32300
487,1.28300
488,1.28900
489,1.33000
490,1.30100
491,1.35100
492,1.21000
493,1.35500
494,1.39200
495,1.20300
496,1.44100
497,1.52600
498,1.26800
499,1.35900
500,1.39700
501,1.29400
502,1.27200
503,1.42900
504,1.49000
505,1.32200
506,1.46200
507,1.32700
508,1.32600
509,1.33200
510,1.35900
511,1.31400
512,1.37200
513,1.53500
514,1.32400
515,1.34000
516,1.56100
517,1.33200
518,1.33300
519,1.47200
520,1.45300
521,1.38900
522,1.39200
523,1.49500
524,1.40000
525,1.36400
526,1.37400
527,1.39400
528,1.41200
529,1.39600
530,1.50900
531,1.43600
532,1.50300
533,1.60300
534,1.50100
535,1.50800
536,1.57600
537,1.50400
538,1.49800
539,1.62600
540,1.52100
541,1.55400
542,1.51900
543,1.66400
544,1.56300
545,1.57500
546,1.64700
547,1.57600
548,1.66800
549,1.59700
550,1.64800
551,1.66800
552,1.64400
553,1.64600
554,1.54500
555,1.66600
556,1.60400
557,1.62100
558,1.69600
559,1.61000
560,1.66100
561,1.76900
562,1.69500
563,1.81500
564,1.60400
565,1.63700
566,1.76200
567,1.76900
568,1.87900
569,1.70300
570,1.88000
571,1.79400
572,1.81000
573,1.90300
574,1.89600
575,1.71100
576,1.84900
577,1.90200
578,1.96200
579,1.82000
580,1.77500
581,1.85400
582,1.81100
583,2.00700
584,1.92300
585,1.99800
586,1.95900
587,1.83100
588,1.85100
589,1.87200
590,1.87000
591,1.99200
592,2.00500
593,1.99000
594,1.96100
595,1.80800
596,1.84800
597,1.84500
598,1.90800
599,2.02800
600,1.94300
601,1.90300
602,1.98400
603,2.07500
604,1.93000
605,2.06600
606,1.86700
607,2.04500
608,1.93800
609,1.95200
610,2.30500
611,1.89600
612,2.18200
613,1.90700
614,2.35700
615,2.05500
616,2.01600
617,2.09400
618,2.05400
619,2.24300
620,1.98800
621,1.98400
622,1.98100
623,2.24900
624,2.10500
625,2.07000
626,2.03500
627,2.30900
628,2.09100
629,2.20400
630,2.07000
631,2.25100
632,2.06600
633,2.28400
634,2.19700
635,2.08100
636,2.20700
637,2.13800
638,2.19900
639,2.07700
640,2.05100
641,2.11600
642,2.20200
643,2.33300
644,2.28700
645,2.18100
646,2.17300
647,2.20900
648,2.25700
649,2.19100
650,2.20300
651,2.21500
652,2.49300
653,2.18100
654,2.49100
655,2.28200
656,2.38800
657,2.22800
658,2.26300
659,2.20300
660,2.26900
661,2.30100
662,2.25000
663,2.38700
664,2.25600
665,2.70300
666,2.27700
667,2.37400
668,2.48100
669,2.45400
670,2.54100
671,2.43700
672,2.50900
673,2.50200
674,2.38100
675,2.36500
676,2.41700
677,2.36800
678,2.59600
679,2.41000
680,2.54100
681,2.51600
682,2.59900
683,2.27900
684,2.37700
685,2.52600
686,2.38000
687,2.44200
688,2.70800
689,2.40100
690,2.48600
691,2.48800
692,2.52900
693,2.39200
694,2.54600
695,2.53400
696,2.47500
697,2.44600
698,2.57300
699,2.61200
700,2.56600
701,2.77600
702,2.57200
703,2.63500
704,2.61900
705,2.53700
706,2.63500
707,2.88300
708,2.58500
709,2.70000
710,2.53700
711,2.55800
712,2.60800
713,2.52400
714,2.72900
715,2.66500
716,2.84500
717,2.71300
718,2.58200
719,2.70400
720,2.79300
721,2.66600
722,2.58400
723,2.69700
724,2.61900
725,2.87000
726,2.75900
727,2.82900
728,2.62100
729,2.80400
730,2.89500
731,2.68000
732,2.91100
733,3.04600
734,3.09500
735,3.01700
736,2.89400
737,3.00900
738,3.04100
739,3.08600
740,3.06100
741,3.08400
742,3.01700
743,2.92400
744,3.00700
745,2.95700
746,2.92900
747,2.81800
748,3.01500
749,3.04100
750,3.05000
751,3.21400
752,3.02300
753,2.95000
754,2.91900
755,3.02900
756,2.87100
757,2.97200
758,3.18800
759,3.17600
760,3.18000
761,3.19200
762,3.21400
763,3.17600
764,3.22000
765,3.20600
766,3.23900
767,3.30200
768,3.09500
769,3.04800
770,3.10900
771,3.08100
772,3.06900
773,3.18600
774,3.15500
775,3.17200
776,3.21100
777,3.13500
778,3.16400
779,3.14500
780,3.21500
781,3.17700
782,3.14700
783,3.11500
784,3.12400
785,3.34000
786,3.13800
787,3.14300
788,3.19100
789,3.18800
790,3.28000
791,3.23600
792,3.47900
793,3.37700
794,3.20600
795,3.28200
796,3.30600
797,3.27600
798,3.23600
799,3.22800
800,3.27600
801,3.30500
802,3.52400
803,3.58100
804,3.26300
805,3.34900
806,3.29900
807,3.67500
808,3.38200
809,3.53700
810,3.43500
811,3.31800
812,3.49000
813,3.50500
814,3.52300
815,3.41300
816,3.65600
817,3.42700
818,3.40100
819,3.49200
820,3.62900
821,3.48300
822,3.46900
823,3.39500
824,3.53100
825,3.79000
826,3.61300
827,3.48800
828,3.66400
829,3.60200
830,3.50100
831,3.54300
832,3.70700
833,3.65800
834,3.78100
835,3.82400
836,3.68100
837,3.89800
838,3.62000
839,3.62000
840,3.96800
841,3.74800
842,3.64200
843,3.67900
844,3.86100
845,3.79700
846,4.07800
847,3.74400
848,3.87000
849,3.88500
850,3.91300
851,3.88700
852,3.97600
853,3.85500
854,3.84900
855,3.74200
856,3.88300
857,3.80600
858,4.06900
859,4.04100
860,4.04300
861,4.22200
862,3.90500
863,3.99000
864,3.97600
865,3.87800
866,3.94800
867,4.00400
868,4.07400
869,4.02700
870,3.96400
871,3.98300
872,4.00700
873,4.22200
874,4.28800
875,4.11300
876,4.13500
877,4.04200
878,4.12200
879,4.09900
880,4.26200
881,4.17200
882,4.18000
883,4.23900
884,4.28700
885,4.14100
886,4.29200
887,4.30400
888,4.30700
889,4.10600
890,4.21700
891,4.22600
892,4.11800
893,4.23500
894,4.23400
895,4.17100
896,4.09400
897,4.27900
898,4.23200
899,4.34000
900,4.32600
901,4.45600
902,4.35900
903,4.40200
904,4.45100
905,4.30000
906,4.27700
907,4.31200
908,4.21400
909,4.49200
910,4.23300
911,4.34600
912,4.43500
913,4.23000
914,4.25300
915,4.20800
916,4.46000
917,4.46800
918,4.53900
919,4.49900
920,4.51900
921,4.51700
922,4.58700
923,4.68200
924,4.47600
925,4.85600
926,4.73900
927,4.69700
928,4.68400
929,4.65400
930,4.61500
931,4.71000
932,4.63000
933,4.75200
934,4.80700
935,5.05300
936,4.89600
937,4.77600
938,5.30500
939,4.56800
940,4.69500
941,4.82300
942,4.84000
943,4.80200
944,4.82200
945,4.99100
946,4.88800
947,5.01800
948,5.35600
949,5.32800
950,4.93100
951,5.16700
952,4.75000
953,4.97100
954,5.05900
955,5.12200
956,4.89300
957,4.98100
958,5.15800
959,5.18200
960,4.97800
961,5.41800
962,4.99600
963,4.90100
964,5.01200
965,4.84300
966,5.05000
967,5.10000
968,5.00000
969,4.89700
970,4.88500
971,5.05300
972,5.06000
973,5.00500
974,5.18400
975,4.99200
976,5.07300
977,5.09700
978,5.04500
979,4.84600
980,5.13200
981,5.08400
982,4.86300
983,4.94000
984,4.81900
985,5.43000
986,5.33600
987,5.33100
988,5.20000
989,5.09700
990,4.95400
991,4.99300
992,5.24000
993,5.36700
994,5.17400
995,5.55900
996,5.42500
997,5.10300
998,5.20700
999,5.21200
1000,5.06400
1001,5.39800
1002,5.40400
1003,5.21800
1004,5.17500
1005,5.29600
1006,5.27500
1007,5.10900
1008,5.18400
1009,5.19800
1010,5.41200
1011,5.19300
1012,5.65400
1013,5.50100
1014,5.31400
1015,5.25300
1016,5.65300
1017,5.58200
1018,5.66000
1019,5.55500
1020,5.90100
1021,5.58900
1022,5.64900
1023,5.33700
1024,5.43700
1025,5.43400
1026,5.94300
1027,5.84100
1028,5.64200
1029,5.54800
1030,5.59900
1031,5.49300
1032,5.64300
1033,5.54000
1034,5.83000
1035,5.53500
1036,5.58600
1037,5.38600
1038,5.73600
1039,5.51900
1040,5.51200
1041,5.75900
1042,5.52700
1043,5.81300
1044,5.77200
1045,5.58500
1046,5.70200
1047,6.05400
1048,5.61600
1049,5.61700
1050,5.69100
1051,5.65400
1052,5.94200
1053,5.85600
1054,6.18100
1055,5.86800
1056,6.04100
1057,5.94500
1058,5.66100
1059,5.82400
1060,5.88600
1061,6.06100
1062,6.27400
1063,5.93300
1064,5.96200
1065,5.76800
1066,6.05700
1067,5.88700
1068,6.35200
1069,6.20000
1070,5.90900
1071,5.96000
1072,5.94200
1073,5.97200
1074,6.24700
1075,6.22500
1076,6.37300
1077,5.87800
1078,6.07300
1079,6.18000
1080,6.01300
1081,5.94900
1082,5.92500
1083,6.09700
1084,6.40600
1085,6.12800
1086,6.14000
1087,6.05000
1088,6.08600
1089,6.38800
1090,6.02200
1091,6.02000
1092,6.19000
1093,5.99400
1094,6.35000
1095,6.06900
1096,6.30300
1097,6.16200
1098,6.33100
1099,6.50300
1100,6.57800
1101,6.49100
1102,6.52100
1103,6.28400
1104,6.36200
1105,6.26400
1106,6.22700
1107,6.20600
1108,6.25400
1109,6.57200
1110,6.83600
1111,6.32000
1112,6.27300
1113,6.29700
1114,6.67400
1115,6.46300
1116,6.37500
1117,6.54100
1118,6.72300
1119,6.44100
1120,6.39800
1121,6.38500
1122,6.46800
1123,6.72200
1124,6.67600
1125,6.54500
1126,6.53900
