N,time[ms]
10,0.06000
11,0.05200
12,0.05600
13,0.06000
14,0.06500
15,0.08200
16,0.07300
17,0.07800
18,0.08200
19,0.08500
20,0.09500
21,0.09400
22,0.09700
23,0.10400
24,0.11100
25,0.11200
26,0.11500
27,0.11900
28,0.12500
29,0.12800
30,0.13200
31,0.13600
32,0.13900
33,0.14600
34,0.14800
35,0.15300
36,0.15800
37,0.16200
38,0.16500
39,0.14600
40,0.14900
41,0.14700
42,0.12700
43,0.13100
44,0.14000
45,0.12800
46,0.13200
47,0.13500
48,0.13800
49,0.13900
50,0.14200
51,0.14500
52,0.15400
53,0.15600
54,0.16000
55,0.17500
56,0.16700
57,0.16800
58,0.16900
59,0.17300
60,0.17600
61,0.19000
62,0.17400
63,0.18500
64,0.18000
65,0.18600
66,0.18900
67,0.20500
68,0.19900
69,0.19800
70,0.20200
71,0.20600
72,0.21200
73,0.20800
74,0.21300
75,0.22400
76,0.21800
77,0.22300
78,0.22600
79,0.22800
80,0.23700
81,0.23400
82,0.23500
83,0.23800
84,0.24100
85,0.24300
86,0.24800
87,0.25800
88,0.25200
89,0.25500
90,0.26000
91,0.26300
92,0.26300
93,0.26700
94,0.26900
95,0.27300
96,0.27500
97,0.28000
98,0.28100
99,0.28700
100,0.29200
101,0.29000
102,0.29000
103,0.29500
104,0.30300
105,0.30500
106,0.31000
107,0.31000
108,0.30800
109,0.31300
110,0.31200
111,0.33200
112,0.32000
113,0.35500
114,0.32600
115,0.32600
116,0.33700
117,0.33100
118,0.34300
119,0.37400
120,0.37700
121,0.35600
122,0.34400
123,0.35000
124,0.35100
125,0.35300
126,0.36000
127,0.36100
128,0.36300
129,0.36500
130,0.37000
131,0.41000
132,0.39700
133,0.41000
134,0.38100
135,0.38600
136,0.38600
137,0.39000
138,0.41000
139,0.39300
140,0.40300
141,0.39900
142,0.40100
143,0.40600
144,0.41000
145,0.42000
146,0.43300
147,0.42000
148,0.41800
149,0.43800
150,0.53500
151,0.49100
152,0.43100
153,0.43200
154,0.43700
155,0.50800
156,0.46700
157,0.45600
158,0.45400
159,0.46400
160,0.46600
161,0.47000
162,0.46600
163,0.47900
164,0.47000
165,0.46900
166,0.48000
167,0.46900
168,0.47600
169,0.47700
170,0.48400
171,0.50100
172,0.52300
173,0.53700
174,0.49700
175,0.51000
176,0.50000
177,0.51900
178,0.51900
179,0.50900
180,0.54700
181,0.53300
182,0.52200
183,0.53000
184,0.54100
185,0.53100
186,0.53800
187,0.55800
188,0.54100
189,0.54300
190,0.55900
191,0.55000
192,0.54000
193,0.55300
194,0.55500
195,0.56800
196,0.57300
197,0.55900
198,0.55800
199,0.56100
200,0.55900
201,0.62200
202,0.61000
203,0.61400
204,0.59500
205,0.61300
206,0.58200
207,0.59200
208,0.58900
209,0.59400
210,0.59600
211,0.59500
212,0.62300
213,0.61500
214,0.62700
215,0.61000
216,0.65000
217,0.63500
218,0.63900
219,0.62800
220,0.68100
221,0.68400
222,0.63000
223,0.63900
224,0.64200
225,0.63200
226,0.64100
227,0.64800
228,0.69300
229,0.70100
230,0.66900
231,0.66100
232,0.73400
233,0.68900
234,0.67400
235,0.71400
236,0.67200
237,0.67500
238,0.70600
239,0.72100
240,0.72700
241,0.68900
242,0.70500
243,0.69600
244,0.68900
245,0.70800
246,0.69600
247,0.70200
248,0.73700
249,0.70500
250,0.70300
251,0.70900
252,0.74100
253,0.73200
254,0.72500
255,0.72700
256,0.75500
257,0.72700
258,0.74300
259,0.82500
260,0.75700
261,0.73700
262,0.76000
263,0.74200
264,0.77600
265,0.80100
266,0.79700
267,0.78200
268,0.77600
269,0.76700
270,0.77100
271,0.79200
272,0.78800
273,0.77400
274,0.78000
275,0.81000
276,0.79100
277,0.80500
278,0.81200
279,0.82100
280,0.79800
281,0.82800
282,0.81500
283,0.83100
284,0.82200
285,0.81000
286,0.80700
287,0.86600
288,0.84700
289,0.82000
290,0.82900
291,0.85000
292,0.83900
293,0.83400
294,0.85700
295,0.87000
296,0.83800
297,0.84000
298,0.83700
299,0.85000
300,0.86200
301,0.88200
302,0.85000
303,0.87700
304,0.87800
305,0.88700
306,0.94000
307,0.91100
308,0.90200
309,0.90600
310,0.90700
311,0.92600
312,0.91900
313,0.95100
314,0.97900
315,0.95000
316,1.04200
317,0.91900
318,0.90500
319,0.91600
320,0.91800
321,0.94100
322,0.93600
323,0.94600
324,0.95100
325,0.92200
326,0.94000
327,0.91900
328,0.95600
329,0.93800
330,0.91800
331,1.03300
332,0.96600
333,0.94000
334,0.94300
335,0.97600
336,0.97100
337,0.97500
338,0.99500
339,1.00900
340,1.00600
341,0.97400
342,0.97600
343,0.97500
344,1.02500
345,1.02200
346,0.99300
347,1.03600
348,1.02800
349,1.00300
350,1.02800
351,1.02500
352,1.01000
353,1.06700
354,1.04800
355,1.01500
356,1.05300
357,1.00300
358,1.05400
359,1.04900
360,1.01100
361,0.99700
362,1.08200
363,1.04100
364,1.01600
365,1.01500
366,1.03300
367,1.06300
368,1.05300
369,1.08600
370,1.08700
371,1.11800
372,1.10500
373,1.10300
374,1.05000
375,1.03800
376,1.05500
377,1.07700
378,1.08600
379,1.08000
380,1.11100
381,1.13200
382,1.14100
383,1.12900
384,1.10300
385,1.13200
386,1.10600
387,1.10100
388,1.14500
389,1.13900
390,1.10500
391,1.13700
392,1.17300
393,1.14100
394,1.13800
395,1.15800
396,1.13100
397,1.19800
398,1.14800
399,1.15400
400,1.15300
401,1.19100
402,1.18200
403,1.21400
404,1.18500
405,1.17000
406,1.18000
407,1.14400
408,1.13600
409,1.13700
410,1.17300
411,1.18800
412,1.22100
413,1.29000
414,1.32000
415,1.23700
416,1.26700
417,1.21800
418,1.30600
419,1.19600
420,1.26300
421,1.21200
422,1.21600
423,1.34700
424,1.29900
425,1.25900
426,1.24000
427,1.24400
428,1.21700
429,1.25300
430,1.27100
431,1.25900
432,1.28600
433,1.30700
434,1.27100
435,1.28200
436,1.25600
437,1.26300
438,1.25100
439,1.23100
440,1.27100
441,1.25300
442,1.33200
443,1.26500
444,1.34900
445,1.30400
446,1.26500
447,1.26900
448,1.29100
449,1.28900
450,1.30100
451,1.23700
452,1.26400
453,1.30000
454,1.39600
455,1.33000
456,1.28200
457,1.25900
458,1.29700
459,1.28600
460,1.32400
461,1.29100
462,1.30200
463,1.30500
464,1.33200
465,1.33400
466,1.35400
467,1.36000
468,1.34000
469,1.34500
470,1.35600
471,1.36100
472,1.39600
473,1.34300
474,1.34600
475,1.37800
476,1.34100
477,1.39000
478,1.36900
479,1.34400
480,1.34000
481,1.34100
482,1.35500
483,1.36700
484,1.38200
485,1.45700
486,1.39700
487,1.42500
488,1.36800
489,1.40100
490,1.38600
491,1.36800
492,1.40400
493,1.40700
494,1.43000
495,1.45500
496,1.47200
497,1.47100
498,1.43500
499,1.42400
500,1.40900
501,1.46100
502,1.40200
503,1.48600
504,1.48100
505,1.41800
506,1.41200
507,1.45400
508,1.49100
509,1.47900
510,1.50000
511,1.45900
512,1.48100
513,1.52100
514,1.51500
515,1.47500
516,1.46100
517,1.48700
518,1.47200
519,1.51100
520,1.49400
521,1.49600
522,1.54700
523,1.52600
524,1.58600
525,1.55500
526,1.49500
527,1.54100
528,1.48900
529,1.50000
530,1.53500
531,1.54700
532,1.52300
533,1.62200
534,1.55400
535,1.63100
536,1.58300
537,1.68800
538,1.60600
539,1.55700
540,1.68900
541,1.59200
542,1.59700
543,1.59500
544,1.62000
545,1.69300
546,1.61000
547,1.61200
548,1.55100
549,1.60400
550,1.58900
551,1.56600
552,1.65700
553,1.58700
554,1.61900
555,1.57800
556,1.58800
557,1.61500
558,1.58300
559,1.58300
560,1.59900
561,1.64600
562,1.61800
563,1.59700
564,1.68600
565,1.63500
566,1.77900
567,1.62400
568,1.62700
569,1.68800
570,1.63300
571,1.71300
572,1.63600
573,1.68100
574,1.79600
575,1.66700
576,1.66400
577,1.76300
578,1.72000
579,1.68600
580,1.80100
581,1.74900
582,1.76800
583,1.64700
584,1.68300
585,1.71500
586,1.89700
587,1.67300
588,1.74600
589,1.67800
590,1.85000
591,1.73500
592,1.70100
